"X1558","X1567","X3B","X3B.1"
1457,1548,"5A","4A"
1457,1563,"5A","5B"
1457,1625,"5A","2A"
1458,1477,"5A","5A"
1468,1656,"5A","1B"
1475,1489,"5B","5B"
1489,1533,"5B","4A"
1489,1552,"5B","3B"
1489,1824,"5B","Teachers"
1501,1637,"5A","5A"
1503,1545,"4A","4A"
1503,1797,"4A","4A"
1503,1890,"4A","2B"
1532,1548,"4A","4A"
1549,1708,"4A","2B"
1549,1801,"4A","3A"
1551,1579,"3B","3B"
1592,1628,"5B","2A"
1592,1730,"5B","4A"
1613,1851,"2A","2B"
1613,1902,"2A","2A"
1613,1911,"2A","2A"
1617,1641,"2A","2A"
1617,1898,"2A","2B"
1625,1748,"2A","3A"
1625,1855,"2A","2B"
1628,1902,"2A","2A"
1628,1916,"2A","2A"
1641,1765,"2A","1B"
1648,1907,"2A","2A"
1664,1688,"1B","1B"
1665,1666,"1B","1B"
1665,1697,"1B","1B"
1665,1698,"1B","1B"
1673,1695,"1B","1B"
1673,1920,"1B","1B"
1675,1695,"1B","1B"
1675,1745,"1B","Teachers"
1695,1920,"1B","1B"
1697,1698,"1B","1B"
1697,1766,"1B","1A"
1697,1920,"1B","1B"
1718,1861,"2B","2B"
1718,1889,"2B","2B"
1730,1801,"4A","3A"
1730,1822,"4A","3A"
1730,1855,"4A","2B"
1751,1780,"5A","3A"
1751,1833,"5A","3A"
1753,1757,"Teachers","1A"
1757,1798,"1A","1A"
1766,1796,"1A","1A"
1767,1768,"1A","1A"
1768,1790,"1A","1A"
1780,1833,"3A","3A"
1821,1835,"4B","4B"
1821,1847,"4B","4B"
1851,1902,"2B","2A"
1861,1889,"2B","2B"
1426,1486,"5B","5B"
1428,1498,"5B","5A"
1437,1457,"5B","5A"
1437,1480,"5B","5B"
1437,1563,"5B","5B"
1443,1465,"5B","5B"
1452,1458,"5A","5A"
1457,1563,"5A","5B"
1457,1625,"5A","2A"
1458,1477,"5A","5A"
1458,1592,"5A","5B"
1458,1613,"5A","2A"
1465,1480,"5B","5B"
1477,1592,"5A","5B"
1477,1648,"5A","2A"
1480,1563,"5B","5B"
1483,1498,"5A","5A"
1483,1585,"5A","5B"
1493,1501,"5A","5A"
1498,1585,"5A","5B"
1500,1532,"4A","4A"
1503,1890,"4A","2B"
1532,1548,"4A","4A"
1545,1797,"4A","4A"
1551,1722,"3B","3A"
1552,1579,"3B","3B"
1552,1912,"3B","1B"
1579,1722,"3B","3A"
1579,1795,"3B","3A"
1617,1641,"2A","2A"
1617,1898,"2A","2B"
1625,1708,"2A","2B"
1625,1789,"2A","1A"
1641,1650,"2A","Teachers"
1641,1898,"2A","2B"
1648,1911,"2A","2A"
1664,1719,"1B","3A"
1665,1666,"1B","1B"
1665,1673,"1B","1B"
1665,1697,"1B","1B"
1665,1767,"1B","1A"
1666,1698,"1B","1B"
1673,1697,"1B","1B"
1675,1695,"1B","1B"
1675,1920,"1B","1B"
1688,1749,"1B","2B"
1695,1697,"1B","1B"
1695,1801,"1B","3A"
1695,1920,"1B","1B"
1697,1767,"1B","1A"
1700,1861,"3B","2B"
1710,1902,"2B","2A"
1722,1795,"3A","3A"
1751,1780,"5A","3A"
1751,1833,"5A","3A"
1761,1767,"1A","1A"
1763,1902,"3A","2A"
1780,1833,"3A","3A"
1821,1895,"4B","4B"
1838,1909,"3A","3A"
1838,1916,"3A","2A"
1851,1855,"2B","2B"
1851,1902,"2B","2A"
1866,1885,"4B","4B"
1909,1916,"3A","2A"
1426,1477,"5B","5A"
1426,1486,"5B","5B"
1428,1585,"5B","5B"
1434,1843,"5B","3A"
1434,1851,"5B","2B"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1452,1458,"5A","5A"
1452,1592,"5A","5B"
1457,1563,"5A","5B"
1457,1837,"5A","4A"
1458,1592,"5A","5B"
1458,1708,"5A","2B"
1465,1480,"5B","5B"
1477,1486,"5A","5B"
1486,1748,"5B","3A"
1493,1501,"5A","5A"
1498,1585,"5A","5B"
1501,1502,"5A","5A"
1503,1549,"4A","4A"
1521,1885,"Teachers","4B"
1533,1837,"4A","4A"
1551,1722,"3B","3A"
1578,1750,"5B","5B"
1613,1641,"2A","2A"
1617,1641,"2A","2A"
1625,1708,"2A","2B"
1625,1789,"2A","1A"
1628,1911,"2A","2A"
1628,1916,"2A","2A"
1656,1748,"1B","3A"
1665,1673,"1B","1B"
1665,1698,"1B","1B"
1673,1697,"1B","1B"
1695,1920,"1B","1B"
1696,1719,"1B","3A"
1697,1698,"1B","1B"
1697,1719,"1B","3A"
1751,1780,"5A","3A"
1753,1761,"Teachers","1A"
1757,1790,"1A","1A"
1761,1768,"1A","1A"
1780,1833,"3A","3A"
1801,1843,"3A","3A"
1821,1895,"4B","4B"
1835,1847,"4B","4B"
1851,1855,"2B","2B"
1426,1486,"5B","5B"
1434,1533,"5B","4A"
1437,1457,"5B","5A"
1437,1498,"5B","5A"
1437,1563,"5B","5B"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1457,1563,"5A","5B"
1465,1480,"5B","5B"
1477,1592,"5A","5B"
1480,1585,"5B","5B"
1493,1501,"5A","5A"
1498,1585,"5A","5B"
1500,1533,"4A","4A"
1500,1837,"4A","4A"
1521,1821,"Teachers","4B"
1521,1895,"Teachers","4B"
1532,1548,"4A","4A"
1533,1546,"4A","4A"
1549,1551,"4A","3B"
1552,1719,"3B","3A"
1563,1641,"5B","2A"
1572,1700,"3B","3B"
1579,1730,"3B","4A"
1579,1789,"3B","1A"
1579,1851,"3B","2B"
1613,1792,"2A","1A"
1617,1837,"2A","4A"
1617,1855,"2A","2B"
1628,1861,"2A","2B"
1628,1911,"2A","2A"
1628,1916,"2A","2A"
1648,1718,"2A","2B"
1648,1861,"2A","2B"
1656,1855,"1B","2B"
1664,1907,"1B","2A"
1673,1697,"1B","1B"
1675,1684,"1B","1B"
1675,1822,"1B","3A"
1675,1920,"1B","1B"
1695,1920,"1B","1B"
1697,1698,"1B","1B"
1708,1798,"2B","1A"
1718,1861,"2B","2B"
1718,1889,"2B","2B"
1719,1720,"3A","3A"
1720,1822,"3A","3A"
1730,1851,"4A","2B"
1751,1780,"5A","3A"
1751,1833,"5A","3A"
1753,1761,"Teachers","1A"
1757,1761,"1A","1A"
1759,1796,"1A","1A"
1761,1790,"1A","1A"
1780,1833,"3A","3A"
1780,1837,"3A","4A"
1835,1866,"4B","4B"
1838,1909,"3A","3A"
1911,1916,"2A","2A"
1426,1468,"5B","5A"
1426,1486,"5B","5B"
1426,1708,"5B","2B"
1437,1457,"5B","5A"
1437,1563,"5B","5B"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1452,1656,"5A","1B"
1457,1548,"5A","4A"
1457,1563,"5A","5B"
1457,1855,"5A","2B"
1465,1480,"5B","5B"
1493,1501,"5A","5A"
1493,1502,"5A","5A"
1521,1895,"Teachers","4B"
1532,1548,"4A","4A"
1532,1890,"4A","2B"
1548,1551,"4A","3B"
1548,1837,"4A","4A"
1549,1551,"4A","3B"
1572,1700,"3B","3B"
1579,1730,"3B","4A"
1579,1851,"3B","2B"
1592,1656,"5B","1B"
1617,1643,"2A","2A"
1628,1861,"2A","2B"
1628,1916,"2A","2A"
1628,1922,"2A","2A"
1641,1898,"2A","2B"
1648,1718,"2A","2B"
1675,1695,"1B","1B"
1688,1745,"1B","Teachers"
1688,1920,"1B","1B"
1695,1920,"1B","1B"
1698,1767,"1B","1A"
1718,1889,"2B","2B"
1719,1720,"3A","3A"
1719,1748,"3A","3A"
1719,1822,"3A","3A"
1719,1859,"3A","3A"
1730,1851,"4A","2B"
1745,1768,"Teachers","1A"
1748,1859,"3A","3A"
1751,1833,"5A","3A"
1780,1833,"3A","3A"
1790,1912,"1A","1B"
1792,1855,"1A","2B"
1801,1843,"3A","3A"
1426,1468,"5B","5A"
1426,1486,"5B","5B"
1437,1457,"5B","5A"
1437,1563,"5B","5B"
1437,1613,"5B","2A"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1443,1719,"5B","3A"
1443,1757,"5B","1A"
1457,1551,"5A","3B"
1457,1563,"5A","5B"
1465,1480,"5B","5B"
1480,1719,"5B","3A"
1480,1822,"5B","3A"
1493,1501,"5A","5A"
1493,1502,"5A","5A"
1498,1656,"5A","1B"
1532,1548,"4A","4A"
1532,1789,"4A","1A"
1533,1546,"4A","4A"
1533,1548,"4A","4A"
1549,1551,"4A","3B"
1551,1572,"3B","3B"
1552,1579,"3B","3B"
1572,1700,"3B","3B"
1579,1851,"3B","2B"
1613,1761,"2A","1A"
1613,1790,"2A","1A"
1628,1861,"2A","2B"
1628,1916,"2A","2A"
1648,1861,"2A","2B"
1665,1697,"1B","1B"
1665,1698,"1B","1B"
1665,1767,"1B","1A"
1675,1695,"1B","1B"
1695,1920,"1B","1B"
1697,1698,"1B","1B"
1697,1767,"1B","1A"
1708,1855,"2B","2B"
1718,1861,"2B","2B"
1718,1889,"2B","2B"
1718,1916,"2B","2A"
1720,1822,"3A","3A"
1732,1887,"2B","2B"
1745,1768,"Teachers","1A"
1751,1780,"5A","3A"
1751,1833,"5A","3A"
1752,1759,"1A","1A"
1797,1890,"4A","2B"
1822,1859,"3A","3A"
1855,1887,"2B","2B"
1911,1916,"2A","2A"
1426,1902,"5B","2A"
1434,1533,"5B","4A"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1452,1477,"5A","5A"
1457,1563,"5A","5B"
1457,1613,"5A","2A"
1465,1480,"5B","5B"
1468,1902,"5A","2A"
1477,1585,"5A","5B"
1480,1759,"5B","1A"
1493,1501,"5A","5A"
1493,1502,"5A","5A"
1498,1585,"5A","5B"
1498,1656,"5A","1B"
1500,1837,"4A","4A"
1501,1502,"5A","5A"
1501,1637,"5A","5A"
1532,1902,"4A","2A"
1533,1546,"4A","4A"
1549,1551,"4A","3B"
1549,1696,"4A","1B"
1551,1579,"3B","3B"
1551,1696,"3B","1B"
1551,1774,"3B","1A"
1563,1613,"5B","2A"
1572,1700,"3B","3B"
1579,1613,"3B","2A"
1585,1592,"5B","5B"
1628,1916,"2A","2A"
1648,1708,"2A","2B"
1648,1718,"2A","2B"
1648,1861,"2A","2B"
1648,1911,"2A","2A"
1664,1695,"1B","1B"
1675,1695,"1B","1B"
1688,1768,"1B","1A"
1695,1761,"1B","1A"
1697,1698,"1B","1B"
1708,1855,"2B","2B"
1718,1861,"2B","2B"
1718,1922,"2B","2A"
1719,1720,"3A","3A"
1719,1748,"3A","3A"
1720,1912,"3A","1B"
1730,1851,"4A","2B"
1751,1780,"5A","3A"
1751,1833,"5A","3A"
1757,1907,"1A","2A"
1790,1798,"1A","1A"
1861,1916,"2B","2A"
1889,1922,"2B","2A"
1911,1916,"2A","2A"
1426,1468,"5B","5A"
1426,1486,"5B","5B"
1428,1498,"5B","5A"
1428,1520,"5B","5A"
1428,1585,"5B","5B"
1437,1457,"5B","5A"
1437,1563,"5B","5B"
1437,1684,"5B","1B"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1443,1613,"5B","2A"
1457,1563,"5A","5B"
1458,1477,"5A","5A"
1458,1592,"5A","5B"
1458,1705,"5A","4A"
1458,1890,"5A","2B"
1465,1480,"5B","5B"
1482,1585,"5B","5B"
1493,1501,"5A","5A"
1493,1502,"5A","5A"
1498,1585,"5A","5B"
1498,1656,"5A","1B"
1501,1502,"5A","5A"
1501,1637,"5A","5A"
1532,1548,"4A","4A"
1545,1797,"4A","4A"
1545,1890,"4A","2B"
1563,1684,"5B","1B"
1572,1700,"3B","3B"
1585,1656,"5B","1B"
1613,1628,"2A","2A"
1613,1719,"2A","3A"
1628,1916,"2A","2A"
1643,1898,"2A","2B"
1648,1861,"2A","2B"
1665,1761,"1B","1A"
1675,1695,"1B","1B"
1695,1697,"1B","1B"
1696,1774,"1B","1A"
1705,1797,"4A","4A"
1708,1855,"2B","2B"
1718,1889,"2B","2B"
1718,1922,"2B","2A"
1751,1780,"5A","3A"
1752,1798,"1A","1A"
1759,1790,"1A","1A"
1761,1764,"1A","1A"
1838,1909,"3A","3A"
1858,1907,"2B","2A"
1426,1468,"5B","5A"
1426,1486,"5B","5B"
1428,1585,"5B","5B"
1428,1656,"5B","1B"
1437,1457,"5B","5A"
1437,1552,"5B","3B"
1437,1563,"5B","5B"
1437,1684,"5B","1B"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1457,1552,"5A","3B"
1457,1563,"5A","5B"
1458,1477,"5A","5A"
1458,1482,"5A","5B"
1458,1592,"5A","5B"
1465,1480,"5B","5B"
1468,1486,"5A","5B"
1477,1592,"5A","5B"
1493,1502,"5A","5A"
1500,1837,"4A","4A"
1501,1502,"5A","5A"
1532,1548,"4A","4A"
1549,1730,"4A","4A"
1549,1851,"4A","2B"
1551,1730,"3B","4A"
1551,1763,"3B","3A"
1551,1851,"3B","2B"
1552,1563,"3B","5B"
1572,1700,"3B","3B"
1579,1902,"3B","2A"
1585,1768,"5B","1A"
1592,1916,"5B","2A"
1613,1628,"2A","2A"
1617,1656,"2A","1B"
1617,1789,"2A","1A"
1656,1789,"1B","1A"
1666,1695,"1B","1B"
1673,1787,"1B","1A"
1675,1695,"1B","1B"
1696,1774,"1B","1A"
1700,1907,"3B","2A"
1718,1889,"2B","2B"
1719,1720,"3A","3A"
1719,1748,"3A","3A"
1719,1822,"3A","3A"
1720,1822,"3A","3A"
1730,1851,"4A","2B"
1748,1822,"3A","3A"
1751,1780,"5A","3A"
1763,1851,"3A","2B"
1790,1912,"1A","1B"
1822,1838,"3A","3A"
1838,1909,"3A","3A"
1426,1468,"5B","5A"
1426,1486,"5B","5B"
1428,1579,"5B","3B"
1428,1656,"5B","1B"
1437,1457,"5B","5A"
1437,1563,"5B","5B"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1443,1696,"5B","1B"
1452,1458,"5A","5A"
1457,1563,"5A","5B"
1458,1477,"5A","5A"
1458,1482,"5A","5B"
1458,1592,"5A","5B"
1465,1480,"5B","5B"
1468,1486,"5A","5B"
1477,1500,"5A","4A"
1477,1592,"5A","5B"
1480,1774,"5B","1A"
1493,1501,"5A","5A"
1493,1502,"5A","5A"
1493,1637,"5A","5A"
1498,1572,"5A","3B"
1498,1579,"5A","3B"
1498,1585,"5A","5B"
1500,1837,"4A","4A"
1501,1637,"5A","5A"
1521,1532,"Teachers","4A"
1532,1548,"4A","4A"
1545,1705,"4A","4A"
1545,1797,"4A","4A"
1546,1821,"4A","4B"
1548,1822,"4A","3A"
1549,1730,"4A","4A"
1572,1700,"3B","3B"
1572,1912,"3B","1B"
1613,1708,"2A","2B"
1613,1855,"2A","2B"
1628,1708,"2A","2B"
1628,1855,"2A","2B"
1641,1859,"2A","3A"
1656,1895,"1B","4B"
1666,1675,"1B","1B"
1673,1695,"1B","1B"
1673,1745,"1B","Teachers"
1675,1761,"1B","1A"
1688,1761,"1B","1A"
1695,1761,"1B","1A"
1695,1787,"1B","1A"
1700,1912,"3B","1B"
1708,1855,"2B","2B"
1719,1720,"3A","3A"
1719,1748,"3A","3A"
1719,1822,"3A","3A"
1748,1822,"3A","3A"
1751,1909,"5A","3A"
1768,1843,"1A","3A"
1780,1833,"3A","3A"
1790,1858,"1A","2B"
1792,1898,"1A","2B"
1847,1866,"4B","4B"
1889,1922,"2B","2A"
1911,1916,"2A","2A"
1426,1468,"5B","5A"
1426,1486,"5B","5B"
1434,1548,"5B","4A"
1434,1837,"5B","4A"
1437,1457,"5B","5A"
1437,1563,"5B","5B"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1443,1696,"5B","1B"
1443,1774,"5B","1A"
1457,1563,"5A","5B"
1465,1480,"5B","5B"
1465,1774,"5B","1A"
1468,1486,"5A","5B"
1477,1482,"5A","5B"
1477,1486,"5A","5B"
1477,1592,"5A","5B"
1482,1847,"5B","4B"
1493,1501,"5A","5A"
1493,1502,"5A","5A"
1493,1637,"5A","5A"
1500,1835,"4A","4B"
1501,1502,"5A","5A"
1501,1637,"5A","5A"
1502,1637,"5A","5A"
1532,1895,"4A","4B"
1546,1768,"4A","1A"
1546,1821,"4A","4B"
1548,1821,"4A","4B"
1549,1730,"4A","4A"
1549,1851,"4A","2B"
1551,1730,"3B","4A"
1551,1851,"3B","2B"
1552,1749,"3B","2B"
1552,1858,"3B","2B"
1552,1907,"3B","2A"
1563,1745,"5B","Teachers"
1572,1700,"3B","3B"
1572,1912,"3B","1B"
1613,1708,"2A","2B"
1613,1855,"2A","2B"
1628,1708,"2A","2B"
1628,1855,"2A","2B"
1641,1898,"2A","2B"
1664,1765,"1B","1B"
1666,1675,"1B","1B"
1675,1787,"1B","1A"
1700,1912,"3B","1B"
1704,1861,"2B","2B"
1719,1748,"3A","3A"
1730,1851,"4A","2B"
1751,1833,"5A","3A"
1790,1851,"1A","2B"
1796,1847,"1A","4B"
1797,1902,"4A","2A"
1821,1895,"4B","4B"
1855,1909,"2B","3A"
1861,1889,"2B","2B"
1911,1916,"2A","2A"
1428,1458,"5B","5A"
1428,1483,"5B","5A"
1428,1498,"5B","5A"
1428,1585,"5B","5B"
1434,1500,"5B","4A"
1434,1532,"5B","4A"
1434,1533,"5B","4A"
1434,1885,"5B","4B"
1437,1563,"5B","5B"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1458,1477,"5A","5A"
1458,1486,"5A","5B"
1458,1898,"5A","2B"
1465,1480,"5B","5B"
1477,1592,"5A","5B"
1493,1502,"5A","5A"
1498,1585,"5A","5B"
1500,1837,"4A","4A"
1501,1502,"5A","5A"
1502,1637,"5A","5A"
1503,1847,"4A","4B"
1521,1821,"Teachers","4B"
1521,1895,"Teachers","4B"
1532,1533,"4A","4A"
1532,1885,"4A","4B"
1533,1548,"4A","4A"
1533,1885,"4A","4B"
1545,1761,"4A","1A"
1545,1837,"4A","4A"
1546,1548,"4A","4A"
1546,1821,"4A","4B"
1546,1895,"4A","4B"
1549,1551,"4A","3B"
1551,1790,"3B","1A"
1551,1851,"3B","2B"
1552,1907,"3B","2A"
1572,1700,"3B","3B"
1572,1912,"3B","1B"
1592,1835,"5B","4B"
1613,1628,"2A","2A"
1613,1855,"2A","2B"
1617,1745,"2A","Teachers"
1617,1898,"2A","2B"
1641,1898,"2A","2B"
1665,1697,"1B","1B"
1696,1700,"1B","3B"
1697,1698,"1B","1B"
1697,1780,"1B","3A"
1697,1833,"1B","3A"
1698,1833,"1B","3A"
1704,1732,"2B","2B"
1704,1861,"2B","2B"
1704,1889,"2B","2B"
1719,1748,"3A","3A"
1751,1909,"5A","3A"
1761,1837,"1A","4A"
1767,1907,"1A","2A"
1780,1833,"3A","3A"
1790,1851,"1A","2B"
1795,1859,"3A","3A"
1795,1866,"3A","4B"
1821,1895,"4B","4B"
1898,1912,"2B","1B"
1911,1916,"2A","2A"
1428,1482,"5B","5B"
1428,1498,"5B","5A"
1434,1532,"5B","4A"
1434,1533,"5B","4A"
1434,1548,"5B","4A"
1437,1563,"5B","5B"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1452,1477,"5A","5A"
1457,1585,"5A","5B"
1465,1480,"5B","5B"
1468,1749,"5A","2B"
1477,1592,"5A","5B"
1482,1592,"5B","5B"
1482,1822,"5B","3A"
1486,1780,"5B","3A"
1493,1501,"5A","5A"
1493,1637,"5A","5A"
1501,1502,"5A","5A"
1501,1637,"5A","5A"
1502,1637,"5A","5A"
1521,1673,"Teachers","1B"
1521,1821,"Teachers","4B"
1532,1533,"4A","4A"
1532,1548,"4A","4A"
1532,1885,"4A","4B"
1533,1885,"4A","4B"
1549,1730,"4A","4A"
1549,1790,"4A","1A"
1558,1719,"3B","3A"
1558,1748,"3B","3A"
1558,1895,"3B","4B"
1563,1617,"5B","2A"
1572,1700,"3B","3B"
1579,1628,"3B","2A"
1579,1704,"3B","2B"
1613,1628,"2A","2A"
1617,1641,"2A","2A"
1617,1898,"2A","2B"
1656,1673,"1B","1B"
1675,1695,"1B","1B"
1684,1745,"1B","Teachers"
1696,1890,"1B","2B"
1698,1780,"1B","3A"
1700,1768,"3B","1A"
1704,1902,"2B","2A"
1719,1748,"3A","3A"
1730,1790,"4A","1A"
1730,1851,"4A","2B"
1745,1822,"Teachers","3A"
1751,1833,"5A","3A"
1751,1858,"5A","2B"
1751,1909,"5A","3A"
1761,1837,"1A","4A"
1761,1890,"1A","2B"
1763,1887,"3A","2B"
1763,1920,"3A","1B"
1764,1912,"1A","1B"
1768,1801,"1A","3A"
1790,1851,"1A","2B"
1833,1838,"3A","3A"
1843,1866,"3A","4B"
1858,1907,"2B","2A"
1861,1922,"2B","2A"
1887,1920,"2B","1B"
1890,1912,"2B","1B"
1428,1585,"5B","5B"
1434,1532,"5B","4A"
1434,1533,"5B","4A"
1434,1548,"5B","4A"
1434,1885,"5B","4B"
1443,1458,"5B","5A"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1443,1887,"5B","2B"
1452,1482,"5A","5B"
1452,1592,"5A","5B"
1457,1563,"5A","5B"
1457,1592,"5A","5B"
1457,1790,"5A","1A"
1457,1851,"5A","2B"
1458,1498,"5A","5A"
1465,1480,"5B","5B"
1465,1730,"5B","4A"
1465,1885,"5B","4B"
1493,1501,"5A","5A"
1493,1637,"5A","5A"
1498,1673,"5A","1B"
1501,1502,"5A","5A"
1501,1637,"5A","5A"
1502,1637,"5A","5A"
1503,1847,"4A","4B"
1532,1533,"4A","4A"
1532,1548,"4A","4A"
1533,1548,"4A","4A"
1533,1885,"4A","4B"
1548,1789,"4A","1A"
1549,1730,"4A","4A"
1551,1782,"3B","3A"
1551,1822,"3B","3A"
1563,1617,"5B","2A"
1563,1641,"5B","2A"
1585,1673,"5B","1B"
1665,1697,"1B","1B"
1666,1749,"1B","2B"
1673,1761,"1B","1A"
1697,1851,"1B","2B"
1700,1768,"3B","1A"
1700,1801,"3B","3A"
1700,1866,"3B","4B"
1718,1922,"2B","2A"
1730,1851,"4A","2B"
1745,1887,"Teachers","2B"
1763,1902,"3A","2A"
1768,1801,"1A","3A"
1790,1851,"1A","2B"
1801,1866,"3A","4B"
1838,1909,"3A","3A"
1861,1922,"2B","2A"
1890,1912,"2B","1B"
1911,1916,"2A","2A"
1428,1483,"5B","5A"
1428,1585,"5B","5B"
1434,1885,"5B","4B"
1452,1592,"5A","5B"
1458,1477,"5A","5A"
1458,1592,"5A","5B"
1477,1749,"5A","2B"
1500,1837,"4A","4A"
1501,1502,"5A","5A"
1501,1637,"5A","5A"
1501,1890,"5A","2B"
1502,1637,"5A","5A"
1521,1857,"Teachers","4B"
1532,1533,"4A","4A"
1532,1548,"4A","4A"
1533,1548,"4A","4A"
1549,1730,"4A","4A"
1551,1782,"3B","3A"
1579,1628,"3B","2A"
1579,1855,"3B","2B"
1579,1902,"3B","2A"
1613,1628,"2A","2A"
1613,1761,"2A","1A"
1613,1902,"2A","2A"
1628,1902,"2A","2A"
1665,1698,"1B","1B"
1666,1767,"1B","1A"
1673,1838,"1B","3A"
1675,1730,"1B","4A"
1695,1757,"1B","1A"
1697,1698,"1B","1B"
1697,1833,"1B","3A"
1698,1833,"1B","3A"
1704,1895,"2B","4B"
1708,1855,"2B","2B"
1708,1902,"2B","2A"
1718,1732,"2B","2B"
1732,1922,"2B","2A"
1763,1887,"3A","2B"
1768,1843,"1A","3A"
1822,1859,"3A","3A"
1838,1909,"3A","3A"
1911,1916,"2A","2A"
1426,1787,"5B","1A"
1434,1533,"5B","4A"
1434,1885,"5B","4B"
1437,1443,"5B","5B"
1437,1563,"5B","5B"
1443,1480,"5B","5B"
1480,1563,"5B","5B"
1486,1780,"5B","3A"
1486,1787,"5B","1A"
1493,1502,"5A","5A"
1493,1637,"5A","5A"
1500,1837,"4A","4A"
1501,1637,"5A","5A"
1502,1637,"5A","5A"
1520,1585,"5A","5B"
1532,1533,"4A","4A"
1532,1548,"4A","4A"
1533,1885,"4A","4B"
1545,1837,"4A","4A"
1549,1675,"4A","1B"
1551,1572,"3B","3B"
1551,1782,"3B","3A"
1572,1751,"3B","5A"
1572,1843,"3B","3A"
1572,1857,"3B","4B"
1579,1628,"3B","2A"
1579,1855,"3B","2B"
1579,1902,"3B","2A"
1613,1708,"2A","2B"
1613,1761,"2A","1A"
1628,1855,"2A","2B"
1628,1902,"2A","2A"
1641,1898,"2A","2B"
1656,1697,"1B","1B"
1664,1765,"1B","1B"
1665,1697,"1B","1B"
1665,1698,"1B","1B"
1673,1761,"1B","1A"
1675,1696,"1B","1B"
1675,1730,"1B","4A"
1695,1757,"1B","1A"
1698,1833,"1B","3A"
1700,1859,"3B","3A"
1708,1855,"2B","2B"
1719,1890,"3A","2B"
1751,1801,"5A","3A"
1751,1835,"5A","4B"
1751,1857,"5A","4B"
1761,1902,"1A","2A"
1768,1843,"1A","3A"
1780,1833,"3A","3A"
1835,1857,"4B","4B"
1838,1909,"3A","3A"
1855,1902,"2B","2A"
1861,1922,"2B","2A"
1887,1895,"2B","4B"
1434,1533,"5B","4A"
1437,1695,"5B","1B"
1437,1749,"5B","2B"
1437,1757,"5B","1A"
1443,1457,"5B","5A"
1443,1465,"5B","5B"
1443,1480,"5B","5B"
1443,1563,"5B","5B"
1457,1465,"5A","5B"
1457,1480,"5A","5B"
1457,1563,"5A","5B"
1458,1493,"5A","5A"
1458,1502,"5A","5A"
1458,1592,"5A","5B"
1465,1563,"5B","5B"
1493,1501,"5A","5A"
1493,1637,"5A","5A"
1500,1545,"4A","4A"
1500,1705,"4A","4A"
1501,1502,"5A","5A"
1501,1637,"5A","5A"
1502,1637,"5A","5A"
1532,1533,"4A","4A"
1532,1548,"4A","4A"
1533,1885,"4A","4B"
1545,1866,"4A","4B"
1546,1821,"4A","4B"
1549,1696,"4A","1B"
1551,1572,"3B","3B"
1551,1782,"3B","3A"
1572,1700,"3B","3B"
1572,1751,"3B","5A"
1579,1613,"3B","2A"
1579,1628,"3B","2A"
1579,1708,"3B","2B"
1579,1855,"3B","2B"
1613,1708,"2A","2B"
1613,1720,"2A","3A"
1617,1641,"2A","2A"
1617,1898,"2A","2B"
1628,1855,"2A","2B"
1656,1697,"1B","1B"
1665,1697,"1B","1B"
1666,1767,"1B","1A"
1673,1761,"1B","1A"
1675,1695,"1B","1B"
1675,1696,"1B","1B"
1675,1730,"1B","4A"
1695,1730,"1B","4A"
1695,1757,"1B","1A"
1697,1698,"1B","1B"
1697,1851,"1B","2B"
1705,1866,"4A","4B"
1719,1890,"3A","2B"
1749,1801,"2B","3A"
1751,1801,"5A","3A"
1761,1855,"1A","2B"
1768,1847,"1A","4B"
1797,1866,"4A","4B"
1801,1858,"3A","2B"
1857,1895,"4B","4B"
1426,1486,"5B","5B"
1428,1458,"5B","5A"
1428,1482,"5B","5B"
1428,1498,"5B","5A"
1434,1533,"5B","4A"
1434,1885,"5B","4B"
1437,1695,"5B","1B"
1443,1457,"5B","5A"
1443,1465,"5B","5B"
1443,1563,"5B","5B"
1452,1477,"5A","5A"
1457,1465,"5A","5B"
1457,1563,"5A","5B"
1458,1477,"5A","5A"
1458,1482,"5A","5B"
1458,1498,"5A","5A"
1465,1563,"5B","5B"
1477,1482,"5A","5B"
1477,1592,"5A","5B"
1482,1592,"5B","5B"
1493,1501,"5A","5A"
1493,1502,"5A","5A"
1498,1585,"5A","5B"
1501,1502,"5A","5A"
1501,1637,"5A","5A"
1503,1751,"4A","5A"
1532,1548,"4A","4A"
1533,1885,"4A","4B"
1545,1866,"4A","4B"
1546,1821,"4A","4B"
1551,1857,"3B","4B"
1558,1719,"3B","3A"
1564,1719,"3B","3A"
1572,1700,"3B","3B"
1579,1708,"3B","2B"
1579,1822,"3B","3A"
1579,1855,"3B","2B"
1613,1710,"2A","2B"
1617,1641,"2A","2A"
1628,1855,"2A","2B"
1641,1780,"2A","3A"
1656,1697,"1B","1B"
